level_0	index	TABKEY	CLASS	MANUF	MODEL	GROUP	SERIES	DEVTYPE	DESCRIPTION	CATEGORY
1344	1344	313	PRG	MICRO-STRAT	MicroStrat	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1345	1345	10889	CPC	Eaton	DESKTOP-PC	DESKTOP	PC	PERIPHE	PERSONAL COMPUTING PERIPHERA	
1347	1347	10685	PRG	SDL	SDL Tridion	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1348	1348	46	PRG	Accruent	REALTY-SW	REAL ESTATE	IND-SPECIFIC	APPL	REAL ESTATE	
1349	1349	12722	PRG	Atlassian	Crowd	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1350	1350	90424200	OPR	HP	UNIX	UNIX	UNIX		OPERATING SYSTEM	
1351	1351	955	PRG	Oracle	Stellent	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
1352	1352	11058	PRG	Telerik	Sitefinity	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1353	1353	11434	PRG	OpinionLab	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1355	1355	9250	PRG	Adobe	Lightroom	MEDIA	IND-SPECIFIC	APPL	MEDIA	
1356	1356	11244	PRG	DigitalRivr	BlueHornet	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1361	1361	8683	PRG	Cisco	SecMgr	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1362	1362	10692	PRG	Apigee	COLLAB-SWFTR	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
1363	1363	9400	PRG	Cisco	WAAS	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
1364	1364	11267	PRG	ClickDmnsns	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1365	1365	12060	PRG	Intershop	COMM-SWFTWR	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
1366	1366	6078700	PRG	SAP	ABAP	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1367	1367	6530	PRG	Workday	HmnCaptlMgmt	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1369	1369	1001	PRG	SAP	LgstcsExectn	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
1370	1370	9066	PRG	Aldec	PUBLISHNG-SW	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1371	1371	10477	PRG	Zscaler	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1372	1372	5035	PRG	SAP	Bus ByDesign	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1373	1373	1008	PRG	Tibco	Spotfire	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1374	1374	11595	PRG	Docker	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1375	1375	91010000	PRG	ZOHO	CRM	CRM/SFA	ENTPRISE-APP	APPL	CUSTOMER/SALESFORCE MGMT	
1376	1376	956	PRG	Oracle	Telesales	CONTACTCENTE	ENTERPRISE-A	SYSTEM	CONTACT CENTER MANAGEMENT	
1377	1377	1024	PRG	Adobe	Discover	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
1379	1379	10920	PRG	Denodo	PAAS	PAAS	CLOUD-CMPTNG	APPL	PLATFORM AS A SERVICE	
1380	1380	6689	SMT	Adobe	PhoneGap	SMARTPHONE	SMARTPHONE		SMARTPHONE	
1382	1382	11100	OPR	GeneralTech	Fortran	OS	OS		OPERATING SYSTEM	
1383	1383	4757	PRG	NetSuite	SuiteTalk	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1384	1384	12678	PRG	CampBrain	PUBLISHNG-SW	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1385	1385	11105	PRG	Okta	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1386	1386	8460	PRG	DigitalRivr	DigitalRiver	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
1388	1388	534	PRG	Adobe	Exp Mgr	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1389	1389	11466	PRG	StatCounter	MONITORNG-SW	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
1391	1391	1127	PRG	SAS	SASGRAPH	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1392	1392	11667	PRG	SAP	Plant Maint	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1393	1393	7039	PRG	IBM	Varicent	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1394	1394	9272	PRG	HP	Fortify	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1396	1396	6580	PRG	SoftLayer	IAAS	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1397	1397	3424	PRG	SunGard	elius	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1398	1398	11063	PRG	Tealium	DBMS-SWFTWR	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1399	1399	1241	PRG	PivotalLabs	Tracker	PROJECT-MGT	ENTPRISE-APP	APPL	PROJECT MANAGEMENT SOFTWARE	
1400	1400	11471	PRG	Unbounce	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1401	1401	6486100	PRG	MICROSOFT	CRM	CRM/SFA	ENTPRISE-APP	APPL	CUSTOMER/SALESFORCE MGMT	
1404	1404	10773	PRG	Iasta	SPPLY-CHN-SW	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
1405	1405	5292	PRG	Cisco	AnyConnect	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1407	1407	8555	PRG	GTNexus	SPPLY-CHN-SW	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
1408	1408	10827	PRG	Microsoft	SQLSvAlysSrv	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
1409	1409	7125	PRG	IBM	QualityStage	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1410	1410	8715	CPC	Dell	DellOptiPlex	DESKTOP	PC	PERIPHE	PERSONAL COMPUTING PERIPHERA	
1411	1411	9379	PRG	IBM	RationlDOORS	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1412	1412	161	PRG	Cvent	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1414	1414	2964100	PRT	KYOCERA	PRINTER	PRINTER	PRINTER	UNSPEC	PRINTER	
1415	1415	11064	PRG	Ensighten	DBMS-SWFTWR	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1416	1416	491	PRG	Software-ag	WebMethods	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1419	1419	9035	PRG	AmicusAttrn	AmicusAttrny	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1420	1420	8899	PRG	Textura	CONST-SWFTWR	CONSTRUCTION	IND-SPECIFIC	APPL	CONSTRUCTION	
1421	1421	90919700	PRG	VMWARE	DESKTOP-MGMT	DESKTOP-MGMT	SYSTEMS-MGMT	SYSTEM	DESKTOP MANAGEMENT TOOLS	
1422	1422	8613	RTR	Cisco	2960G	ROUTER	ROUTER		ROUTER	
1424	1424	4936	PRG	Cloudera	DBMS-SWFTWR	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1425	1425	11356	PRG	SnapEngage	EMAIL	EMAIL	ENTPRISE-APP	APPL	EMAIL SOFTWARE	
1426	1426	6636	AUX	Panasas	NAS-SYSTEM	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
1429	1429	11221	PRG	Marchex	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1430	1430	11728	PRG	Livefyre	SOCIAL-MGT	SOCIAL-MGT	ENTERPRISE-A	SYSTEM	SOCIAL MEDIA SYSTEMS	
1431	1431	4318200	PRG	SOFTWARE-AG	ADABAS	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1432	1432	4618	VIP	Cisco	UCCE	VOICEOVERIP	VOICEOVERIP	VOICEOV	VOICE OVER INTERNET	
1435	1435	10695	PRG	Confirmit	PUBLISHNG-SW	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1436	1436	5262	AUX	HP	3PAR	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
1437	1437	10840	PRG	Microsoft	SQLSrvrRS	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1440	1440	990	PRG	Sage	Sage CRM	SAAS-CRM	CLOUD-CMPTNG	APPL	CRM AS A SERVICE	
1441	1441	7396	PRG	DiscoverOrg	COMM-SWFTWR	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
1442	1442	6916	PRG	Oracle	PS PplTool	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1443	1443	1014	PRG	Brightcove	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1444	1444	7398	PRG	Mulesoft	COLLAB-SWFTR	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
1445	1445	704	PRG	VMware	TnstllThnApp	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1446	1446	90987500	PRG	NETSUITE	SAAS-CRM	SAAS-CRM	CLOUD-CMPTNG	APPL	CRM AS A SERVICE	
1449	1449	9429	PRG	DataStax	DBMS-SWFTWR	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1451	1451	7114	PRG	Worldox	DOC-MGMT	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
1454	1454	4558	AUX	NetApp	FAS Strg Sys	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
1455	1455	9087	PRG	Panopto	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1456	1456	6991	PRG	Meltwater	SOCIAL-MGT	SOCIAL-MGT	ENTERPRISE-A	SYSTEM	SOCIAL MEDIA SYSTEMS	
1457	1457	8687	PRG	MediaMath	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1458	1458	3989500	PRG	IBM	DBMS	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1459	1459	8453	PRG	WordPress	WEB-CONTENT	WEB-CONTENT	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1460	1460	10600	PRG	Oracle	JD Ed ENTOne	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1461	1461	4049200	PRG	INTUIT	QUICKBOOKS	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
1462	1462	8856	PRG	Reval	ENTPRISE-MGT	ENTPRISE-MGT	ENTPRISE-MGT	SYSTEM	ENTERPRISE MANAGEMENT	
1463	1463	8451	PRG	Acquia	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1464	1464	217	PRG	FRONTRANGE	HEAT	HELPDESK	ENTERPRISE-A	APPL	HELP DESK MANAGEMENT	
1465	1465	11283	PRG	Adobe	Edge	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1466	1466	6688	PRG	Vertafore	ImageRight	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
1467	1467	5302	PRG	Veeam	STORAGE-MGMT	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
1468	1468	90766900	PRT	DECISION	PRODUCTION	PRODUCTION	PRODUCTION	PROD	PRODUCTION PRINTER	
1469	1469	838	PRG	Adobe	CRX	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
1471	1471	1309	PRG	Experian	CheetahMail	EMAIL	ENTPRISE-APP	APPL	EMAIL SOFTWARE	
1472	1472	7394	PRG	Vertafore	PUBLISHNG-SW	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1473	1473	10703	PRG	Sailthru	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1474	1474	11275	PRG	Neustar	IAAS	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1475	1475	9038	PRG	Symantec	Norton Ghost	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
1476	1476	8505	PRG	Contegix	IAAS	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1478	1478	8887	PRG	Procore	CONST-SWFTWR	CONSTRUCTION	IND-SPECIFIC	APPL	CONSTRUCTION	
1480	1480	774	PRG	Oracle	Database	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1481	1481	5088	PRG	IBM	IMS	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1482	1482	8991	PRG	AWeber	EMAIL	EMAIL	ENTPRISE-APP	APPL	EMAIL SOFTWARE	
1485	1485	8975	PRG	Verisae	SUSTAIN-SW	SUSTAINABILI	IND-SPECIFIC	APPL	SUSTAINABILITY	
1486	1486	496	SMT	WindRiver	SMARTPHONE	SMARTPHONE	SMARTPHONE		SMARTPHONE	
1487	1487	5031	PRG	SAP	Risk Mgmt	ENTPRISE-MGT	ENTPRISE-MGT	SYSTEM	ENTERPRISE MANAGEMENT	
1488	1488	11062	PRG	Acquisio	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1490	1490	8651	RTR	Cisco	Aironet	ROUTER	ROUTER		ROUTER	
1491	1491	11477	PRG	Gainsight	SAAS-CRM	SAAS-CRM	CLOUD-CMPTNG	APPL	CRM AS A SERVICE	
1492	1492	4773	PRG	Oracle	Taleo Learn	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1493	1493	10999	PRG	Google	Drive	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
1496	1496	1341	PRG	CA	Spectrum	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
1499	1499	90281200	PRG	ACCPAC	CRM	CRM/SFA	ENTPRISE-APP	APPL	CUSTOMER/SALESFORCE MGMT	
1500	1500	6472	PRG	HP	Service Desk	HELPDESK	ENTERPRISE-A	APPL	HELP DESK MANAGEMENT	
1503	1503	11036	PRG	Wix.com	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1506	1506	11671	PRG	Oracle	ENTDataQual	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1507	1507	12437	PRG	Sencha	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1508	1508	8944	PRG	Attivio	PUBLISHNG-SW	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1509	1509	1286	PRG	Amazon	ElstcMapRed	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1511	1511	11707	PRG	Microsoft	Silverlight	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1512	1512	90427900	CPU	IBM	RS/6000-SVR	POWERSERVER	RS/6000-SVR	RISC	SERVER	
1513	1513	780	PRG	Oracle	TimesTen	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1516	1516	11396	PRG	iPerception	iPerceptions	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1517	1517	12543	PRG	McKesson	Horizon	MEDICAL	IND-SPECIFIC	APPL	MEDICAL	
1518	1518	8798	PRG	Tibco	Rendezvous	EMAIL	ENTPRISE-APP	APPL	EMAIL SOFTWARE	
1519	1519	11368	PRG	comScore	MONITORNG-SW	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
1520	1520	90423900	OPR	HP	GUARDIAN	GUARDIAN	GUARDIAN		OPERATING SYSTEM	
1521	1521	10824	PRG	Oracle	BigMachines	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
1522	1522	5953300	OPR	MICROSOFT	WIN2000	WINDOWS	WINDOWS		OPERATING SYSTEM	
1523	1523	9366	PRG	NAVEXGlobal	NAVEX Global	ENTPRISE-MGT	ENTPRISE-MGT	SYSTEM	ENTERPRISE MANAGEMENT	
1525	1525	11603	PRG	Zend	ZendFramewrk	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
1528	1528	12494	PRG	CyberArk	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1531	1531	6120400	PRG	SOPHOS	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1532	1532	6531	PRG	Workday	Finncl Mgmt	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
1534	1534	255	PRG	InterSystem	DBMS-SWFTWR	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1536	1536	12486	UCS	Microsoft	LyncENTVoice	UNIFIED-COMM	UNIFIED-COMM		UNIFIED COMMUNICATIONS SRVS	
1537	1537	11331	PRG	Mobify	COMM-SWFTWR	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
1540	1540	11231	PRG	Nanigans	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
1541	1541	12705	PRG	OSSEC	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1542	1542	11483	PRG	FileMaker	Pro	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1544	1544	1177	OPR	Red-Hat	Fedora	OS	OS		OPERATING SYSTEM	
1545	1545	8858	PRG	Microsoft	ENTProjMgnt	PROJECT-MGT	ENTPRISE-APP	APPL	PROJECT MANAGEMENT SOFTWARE	
1546	1546	8476	PRG	Sybase	AdptvSrvrENT	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1547	1547	713	PRG	VMware	Orchestrator	PAAS	CLOUD-CMPTNG	APPL	PLATFORM AS A SERVICE	
1548	1548	7274	PRG	Oracle	SocRtnshpMgt	SOCIAL-MGT	ENTERPRISE-A	SYSTEM	SOCIAL MEDIA SYSTEMS	
1550	1550	8789	PRG	Tibco	Adapter	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
1551	1551	6518	PRG	Informatica	Cloud	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1553	1553	6255500	AUX	NETGEAR	NAS	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
1554	1554	1151	PRG	Deltek	DeltekVision	BUSINESS SOL	ENTPRISE-APP	APPL	ENTERPRISE BUSINESS SOLUTION	
1555	1555	11287	PRG	Satmetrix	SAAS-CRM	SAAS-CRM	CLOUD-CMPTNG	APPL	CRM AS A SERVICE	
1556	1556	7188	PRG	UserVoice	HELPDESK	HELPDESK	ENTERPRISE-A	APPL	HELP DESK MANAGEMENT	
1558	1558	1116	PRG	Quest-sftwr	TOAD	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1562	1562	11697	PRG	Oracle	Jdeveloper	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1565	1565	4738	PRG	Adobe	Premiere	MEDIA	IND-SPECIFIC	APPL	MEDIA	
1568	1568	7425	PRG	Microsoft	Exchng 2013	BUSINESS SOL	ENTPRISE-APP	APPL	ENTERPRISE BUSINESS SOLUTION	
1570	1570	1030	PRG	Oracle	E-Business	BUSINESS SOL	ENTPRISE-APP	APPL	ENTERPRISE BUSINESS SOLUTION	
1571	1571	10631	PRG	Worksoft	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1572	1572	6496	CPU	VCE	UNSPEC-SVR	UNSPEC-SVR	INTEL-SERVER	INTEL	SERVER	
1574	1574	1150	PRG	OpenSource	Drupal	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1575	1575	9170	PRG	Ixia	IT-MGT-SW	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
1576	1576	11301	PRG	Jobscore	HR-SOFTWARE	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1577	1577	8992	PRG	Vocus	iContact	EMAIL	ENTPRISE-APP	APPL	EMAIL SOFTWARE	
1578	1578	4897	PRG	CheckPoint	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1579	1579	457	PRG	Teradata	DBMS-SWFTWR	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1580	1580	11150	PRG	SevOne	NET-MGMT-SW	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
1581	1581	1189	PRG	Infor	HCM	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1582	1582	475	PRG	Ventyx Inc	Ventyx	ASSET-MGMT	SYSTEMS-MGMT	SYSTEM	ASSET MANAGEMENT	
1584	1584	528	PRG	Citrix	Receiver	DESKTOP-MGMT	SYSTEMS-MGMT	SYSTEM	DESKTOP MANAGEMENT TOOLS	
1585	1585	238	PRG	IBM	ILOG	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
1586	1586	10522	PRG	Microsoft	SpOnline	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1588	1588	8456	PRG	Oracle	ATGWebComm	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
1589	1589	6968	PRG	Dassault	DELMIA	MANUFACTURER	IND-SPECIFIC	APPL	MANUFACTURING	
1590	1590	537	PRG	EMC	Atmos	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1592	1592	179	PRG	dSPACE	PUBLISHNG-SW	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1594	1594	11743	PRG	TOPdesk	IT-MGT-SW	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
1596	1596	1347	PRG	CA	SiteMinder	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1597	1597	90433100	PRG	SAP	NETWEAVER	EAI	WORKFLOW	APPL	ENTERPRISE APPL INTEGRATION	
1598	1598	4731	PRG	Adobe	Fireworks	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
1599	1599	6555	PRG	Astea	SPPLY-CHN-SW	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
1602	1602	11716	PRG	ThomsnRetrs	LiveNote	LEGAL-SRV	IND-SPECIFIC	APPL	LEGAL & PROFESSIONAL SERVICE	
1604	1604	4612	PRG	Verint Sys	Verint	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1605	1605	4878	PRG	Schlumbergr	Schlumberger	MANUFACTURER	IND-SPECIFIC	APPL	MANUFACTURING	
1606	1606	9076	PRG	HostAnlytcs	Host Anlytcs	ENTPRISE-MGT	ENTPRISE-MGT	SYSTEM	ENTERPRISE MANAGEMENT	
1607	1607	3823200	PRG	COMPILER	C++	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1609	1609	91017300	OPR	MICROSOFT	WINDOWS8	WINDOWS	WINDOWS		OPERATING SYSTEM	
1610	1610	6487	CPU	NEC	UNSPEC-SVR	UNSPEC-SVR	INTEL-SERVER	INTEL	SERVER	
1611	1611	90784000	PRG	MCAFEE	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1612	1612	6998	PRG	ThomsnRetrs	ACCTNG-SFTWR	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
1614	1614	6871	PRG	Oracle	PSHmnCapMgmt	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
1616	1616	90262200	PRT	KONICA	COPIER	COPIER	COPIER	COPIER	OFFICE COPIER	
1619	1619	10828	PRG	Attach-WRQ	Attachmate	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
1622	1622	772	PRG	Oracle	Data Mining	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1623	1623	11183	PRG	Solver	Solver BI360	ENTPRISE-MGT	ENTPRISE-MGT	SYSTEM	ENTERPRISE MANAGEMENT	
1625	1625	1267	PRG	IBM	BusPrcssMgmt	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1628	1628	90848900	VPN	JUNIPER	VPN	VPN	VPN		VIRTUAL PRIVATE NETWORK	
1629	1629	6696	PRG	Apache-Soft	Spark	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1630	1630	533	PRG	IBM	Cognos	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1631	1631	716	PRG	VMware	vCenter	SERVER-MGMT	CLOUD-CMPTNG	APPL	PLATFORM AS A SERVICE	
1633	1633	90433300	PRG	SAP	BI	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
1634	1634	4686	OPR	Juniper	Junos	OS	OS		OPERATING SYSTEM	
1635	1635	1121	PRG	SAS	DataIntegrtn	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
1637	1637	90766600	OPR	MICROSOFT	W2008-SERVER	W2008-SERVER	W2008-SERVER		LAN OPERATING SYSTEM	
1640	1640	700	PRG	VMware	Player	PAAS	CLOUD-CMPTNG	APPL	PLATFORM AS A SERVICE	
1642	1642	5015	PRG	QAD	QAD ERP	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
1643	1643	7172	PRG	Corel	Corel CAD	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
1644	1644	5081	PRG	SAP	QualityMgnt	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
1645	1645	11408	PRG	OpenSSL	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
1646	1646	9160	PRG	Mavenlink	PRJCT-MGT-SW	PROJECT-MGT	ENTPRISE-APP	APPL	PROJECT MANAGEMENT SOFTWARE	
1648	1648	672	VIP	Avaya	Avaya Aura	VOICEOVERIP	VOICEOVERIP	VOICEOV	VOICE OVER INTERNET	
